Source Platform,Asset Title,URL,Content Type,License Name,License URL,Suggested Learning Objective,Difficulty Level,Est. Duration,Assessment Availability,Visual/Interactive Tags,Priority (1-3),Notes
CK-12,Physics FlexBook – Electricity & Magnetism,https://flexbooks.ck12.org/cbook/ck-12-physics-flexbook-2.0/section/18.0/primary/lesson/electric-fields-phys,Textbook / Interactive,CK-12 License (non-commercial),https://www.ck12.org/about/attribution-and-licensing/,"Explain electric fields, potential, and Ohm's law through interactive content",Intro,~5-10 hrs,Yes – embedded practice questions + adaptive assessments,"Interactive, Simulations",1,⚠️ CK-12 NC LICENSE – free; embedded PhET-style sims; adaptive
CK-12,Chemistry FlexBook – Atomic Structure,https://flexbooks.ck12.org/cbook/ck-12-chemistry-flexbook-2.0/section/4.0/primary/lesson/atomic-structure-chem,Textbook / Interactive,CK-12 License (non-commercial),https://www.ck12.org/about/attribution-and-licensing/,Describe atomic structure using Bohr and quantum mechanical models,Intro,~3-5 hrs,Yes – embedded practice,"Interactive, Visual models",1,⚠️ CK-12 NC LICENSE; AI tutor integrated
Open Textbook Library,Collaborative Statistics,https://open.umn.edu/opentextbooks/textbooks/collaborative-statistics,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Conduct descriptive and inferential statistical analysis with real datasets,Intro,~25 hrs,Yes – includes labs and homework,"Charts, Data tables",1,Peer-reviewed; CC BY; includes labs for active learning
Open Textbook Library,eMarketing: Essential Guide to Digital Marketing 7e,https://open.umn.edu/opentextbooks/textbooks/emarketing-the-essential-guide-to-marketing-in-a-digital-world,Textbook,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Apply digital marketing strategies including SEO, social media, and analytics",Intermediate,~15-20 hrs,No formal assessment,"Case studies, Infographics",2,⚠️ NC/SA FLAG; updated 7th ed.; highly practical
Open Textbook Library,Business Communication for Success,https://open.umn.edu/opentextbooks/textbooks/business-communication-for-success,Textbook,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Write and present professional business communications effectively,Intro,~20 hrs,No formal assessment,"Examples, Exercises",2,⚠️ NC/SA FLAG; strong writing foundation for business track
Google Digital Garage,Fundamentals of Digital Marketing,https://learndigital.withgoogle.com/digitalgarage/course/digital-marketing,Course,Proprietary (free-to-access),https://learndigital.withgoogle.com/digitalgarage/terms,"Apply core digital marketing tactics including search, social, and analytics",Intro,~40 hrs,Yes – 40-question graded exam; Google/IAB certificate,"Video, Interactive modules",1,⚠️ PROPRIETARY – free; IAB certified; globally recognized; high completion rate
LinkedIn Learning,Python Essential Training,https://www.linkedin.com/learning/python-essential-training-14894233,Video Course,Proprietary (subscription or library),https://www.linkedin.com/legal/l/lsa,"Write Python scripts for automation, data handling, and APIs",Intro,~5 hrs,No auto-grade (certificate of completion),Video lectures,2,⚠️ PROPRIETARY – subscription; may be free via public library; Priority 2 for paid seat
edX / MIT,Data Science: Machine Learning (MicroMasters),https://www.edx.org/micromasters/mitx-statistics-and-data-science,Course (MicroMasters),Proprietary (audit free; cert paid),https://www.edx.org/edx-terms-service,"Build ML models using Python, statistics, and neural networks",Advanced,~15 weeks,Yes – auto-graded problem sets; proctored exams,"Video, Jupyter notebooks",2,⚠️ PROPRIETARY – audit free; certificate requires payment; MIT faculty
Coursera / UIUC,Auditing I: Conceptual Foundations of Auditing,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,Course (audit),Proprietary (audit free),https://www.coursera.org/about/terms,Describe the independent auditing process and financial-statement assertions,Intermediate,~10 hrs,Yes – 34 assignments (paid); audit = no grade,Video lectures,2,⚠️ PROPRIETARY – audit free; graded cert requires payment
HVAC School,HVAC School Podcast + Free Training,https://hvacrschool.com,Audio/Video Training,Proprietary (free-to-access),https://hvacrschool.com,Diagnose and repair common HVAC/R equipment failures in the field,Vocational,Variable (100+ episodes),No formal assessment,"Video, Audio, Diagrams",2,⚠️ PROPRIETARY – for-techs-by-techs; strong supplemental vocational resource
GCFGlobal,Microsoft Excel Tutorial,https://edu.gcfglobal.org/en/excel2016/,Tutorial,Proprietary (free-to-access),https://edu.gcfglobal.org/en/terms/,"Use Excel for data entry, formulas, charts, and basic analysis",Vocational,~5-8 hrs,Yes – practice activities,"Interactive, Screenshots",2,⚠️ PROPRIETARY – free; practical office skills; vocational/business
GCFGlobal,Microsoft Word Tutorial,https://edu.gcfglobal.org/en/word2016/,Tutorial,Proprietary (free-to-access),https://edu.gcfglobal.org/en/terms/,Create and format professional documents using Microsoft Word,Vocational,~3-5 hrs,Yes – practice activities,"Interactive, Screenshots",2,⚠️ PROPRIETARY – free; essential workplace literacy
CodeHS,Intro to Computer Science (Python),https://codehs.com/course/python_intro/overview,Course,Proprietary (free teacher tier),https://codehs.com/tos,"Write Python programs using functions, loops, and conditionals",Intro,~30 hrs,Yes – auto-graded coding exercises,"Interactive IDE, Video",1,⚠️ PROPRIETARY – free tier available; browser-based Python IDE
freeCodeCamp,Responsive Web Design Certification,https://www.freecodecamp.org/learn/2022/responsive-web-design/,Certification Path,BSD (open source),https://github.com/freeCodeCamp/freeCodeCamp/blob/main/LICENSE.md,"Build accessible, responsive websites using HTML5, CSS3, and Flexbox",Intro,~300 hrs,Yes – project-based auto-graded,Interactive browser editor,1,BSD license; fully open source; career-ready certification path
freeCodeCamp,JavaScript Algorithms and Data Structures,https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/,Certification Path,BSD (open source),https://github.com/freeCodeCamp/freeCodeCamp/blob/main/LICENSE.md,Implement JavaScript algorithms and ES6 features for web development,Intermediate,~300 hrs,Yes – 5 projects + 140 challenges,Interactive browser editor,1,BSD license; Nexus can slice by module; very practical
GCFGlobal,Career Planning Basics,https://edu.gcfglobal.org/en/career-planning/,Tutorial,Proprietary (free-to-access),https://edu.gcfglobal.org/en/terms/,"Develop a job search strategy, résumé, and interview skills",Vocational,~3 hrs,Yes – activities and quizzes,"Interactive, Video",2,⚠️ PROPRIETARY – free; vocational career readiness module
OpenLearn,An Introduction to Electronics,https://www.open.edu/openlearn/science-maths-technology/an-introduction-to-electronics/content-section-0,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explain basic electronic components and circuit behavior,Intro,~8 hrs,Quiz-based,"Diagrams, Interactive",1,⚠️ NC/SA FLAG; OU-produced; excellent electronics intro for trades
OpenLearn,Engineering: The Nature of Problems,https://www.open.edu/openlearn/science-maths-technology/engineering/engineering-the-nature-problems/content-section-0,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Apply engineering problem-solving frameworks to real-world design challenges,Intro,~8 hrs,Quiz-based,"Case studies, Diagrams",2,⚠️ NC/SA FLAG; OU-produced; good intro to engineering mindset
Smarthistory,Survey of Art History,https://smarthistory.org/,OER Textbook,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Analyze major artworks in their historical and cultural contexts,Intro,~40 hrs,No formal assessment,"High-res images, Video",3,⚠️ NC/SA FLAG; peer-reviewed; used in 900+ institutions
MIT OCW,Operations Management (15.760),https://ocw.mit.edu/courses/15-760b-introduction-to-operations-management-spring-2004/,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Apply lean, queuing, and supply-chain models to operations decisions",Intermediate,~36 hrs,Problem sets + cases (manual),Case studies,2,⚠️ NC/SA FLAG; Sloan School; business operations track
MIT OCW,Financial Accounting (15.501),https://ocw.mit.edu/courses/15-501-introduction-to-financial-accounting-spring-2004/,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Prepare and interpret financial statements under GAAP,Intermediate,~36 hrs,Problem sets + exams (manual),"Spreadsheets, Cases",1,⚠️ NC/SA FLAG; Sloan School; pairs with OpenStax Accounting
LibreTexts,Electrical Technology (Workforce),https://workforce.libretexts.org/Bookshelves/Electrical_Technology,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Understand electrical systems, safety, NEC code basics, and wiring",Vocational,~20 hrs,Some quizzes,Technical diagrams,1,CC BY – LibreTexts Workforce; NEC-aligned; ideal for electrical vocational
LibreTexts,Welding Technology (Workforce),https://workforce.libretexts.org/Bookshelves/Welding_Technology,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Identify welding processes, joint types, and metallurgy fundamentals",Vocational,~15-20 hrs,Some quizzes,"Technical diagrams, Photos",1,CC BY – LibreTexts Workforce; excellent OER for welding track
LibreTexts,HVAC Technology (Workforce),https://workforce.libretexts.org/Bookshelves/HVAC_Technology,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Explain refrigeration cycles, load calculations, and system maintenance",Vocational,~20 hrs,Some quizzes,Technical diagrams,1,CC BY – LibreTexts Workforce; supplement with NCCER modules
LibreTexts,Automotive Technology (Workforce),https://workforce.libretexts.org/Bookshelves/Automotive_Technology,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Diagnose and repair common automotive systems using OBD-II data,Vocational,~20 hrs,Some quizzes,"Diagrams, Photos",2,CC BY – LibreTexts Workforce; ASE-aligned content
LibreTexts,Medical Terminology,https://med.libretexts.org/Bookshelves/Medical_Terminology,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Define and apply medical terminology across body systems,Vocational,~10-15 hrs,Embedded quizzes,Anatomical diagrams,1,CC BY – essential for healthcare/nursing vocational track
MIT OCW,Design and Analysis of Algorithms (6.046J),https://ocw.mit.edu/courses/6-046j-design-and-analysis-of-algorithms-spring-2015/,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Design efficient algorithms and prove correctness and complexity bounds,Advanced,~36 hrs,Problem sets + exams (manual),Algorithm diagrams,2,⚠️ NC/SA FLAG; upper CS; prereq: 6.006
OpenStax,Concepts of Biology,https://openstax.org/books/concepts-biology/pages/1-introduction,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Explain fundamental biological concepts for non-biology majors,Intro,~20 hrs,Yes – instructor test banks,"Illustrations, Photos",2,Peer-reviewed; lighter coverage than Biology 2e; accessible
OpenStax,Precalculus 2e,https://openstax.org/books/precalculus-2e/pages/1-introduction-to-functions,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Analyze functions, trigonometry, and sequences as calculus prerequisites",Intro,~25 hrs,Yes – instructor test banks,"Graphs, Diagrams",1,Peer-reviewed; essential bridge for students entering STEM
OpenStax,Prealgebra 2e,https://openstax.org/books/prealgebra-2e/pages/1-introduction,Textbook,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Master integer operations, fractions, and introductory algebra",Intro,~20 hrs,Yes – instructor test banks,Diagrams,1,Peer-reviewed; remediation / developmental math for Nexus Depth Engine
Saylor Academy,CHEM101: General Chemistry I,https://learn.saylor.org/course/view.php?id=60,Course,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,"Explain atomic structure, bonding, and stoichiometry",Intro,~30 hrs,Yes – auto-gradable final exam,"Text, Diagrams",1,ACE credit recommended; pairs with PhET chemistry sims
MIT OCW,Introduction to Biology (7.01SC),https://ocw.mit.edu/courses/7-01sc-fundamentals-of-biology-fall-2011/,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Explain DNA, cell biology, genetics, and evolutionary biology",Intro,~36 hrs,Problem sets + exams (manual),"Video lectures, Diagrams",2,⚠️ NC/SA FLAG; MIT Scholar edition; strong supplement to OpenStax Bio
OpenLearn,Starting with Maths,https://www.open.edu/openlearn/science-maths-technology/mathematics-and-statistics/mathematics/starting-with-maths/content-section-0,Course,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Build confidence with numbers, fractions, and basic algebra",Intro,~8 hrs,Badged – quiz-based,Interactive exercises,1,⚠️ NC/SA FLAG; ideal for adult learners entering STEM or trades
